date,province,case_cumulative,death_cumulative
2020-06-19,Sumatera Selatan,1680,66
2020-06-19,Sumatera Barat,700,30
2020-06-19,Sulawesi Utara,784,63
2020-06-19,Sumatera Utara,1024,66
2020-06-19,Sulawesi Tenggara,329,5
2020-06-19,Sulawesi Selatan,3573,123
2020-06-19,Sulawesi Tengah,173,4
2020-06-19,Lampung,172,12
2020-06-19,Riau,142,8
2020-06-19,Maluku Utara,383,22
2020-06-19,Maluku,544,13
2020-06-19,Papua Barat,222,3
2020-06-19,Papua,1368,7
2020-06-19,Sulawesi Barat,104,2
2020-06-19,Nusa Tenggara Timur,108,1
2020-06-19,Gorontalo,220,8
2020-06-19,Lain,0,0
2020-06-20,Aceh,39,2
2020-06-20,Bali,1013,7
2020-06-20,Banten,1347,79
2020-06-20,Kepulauan Bangka Belitung,148,2
2020-06-20,Bengkulu,116,8
2020-06-20,Daerah Istimewa Yogyakarta,285,8
2020-06-20,DKI Jakarta,9829,585
2020-06-20,Jambi,112,0
2020-06-20,Jawa Barat,2828,171
2020-06-20,Jawa Tengah,2569,143
2020-06-20,Jawa Timur,9451,698
2020-06-20,Kalimantan Barat,298,4
2020-06-20,Kalimantan Timur,423,4
2020-06-20,Kalimantan Tengah,764,46
2020-06-20,Kalimantan Selatan,2475,155
2020-06-20,Kalimantan Utara,175,2
2020-06-20,Kepulauan Riau,264,16
2020-06-20,Nusa Tenggara Barat,1051,44
2020-06-20,Sumatera Selatan,1721,67
2020-06-20,Sumatera Barat,703,30
2020-06-20,Sulawesi Utara,809,66
2020-06-20,Sumatera Utara,1082,68
2020-06-20,Sulawesi Tenggara,332,5
2020-06-20,Sulawesi Selatan,3685,138
2020-06-20,Sulawesi Tengah,173,4
2020-06-20,Lampung,180,12
2020-06-20,Riau,142,8
2020-06-20,Maluku Utara,400,23
2020-06-20,Maluku,581,13
2020-06-20,Papua Barat,222,3
2020-06-20,Papua,1380,7
2020-06-20,Sulawesi Barat,104,2
2020-06-20,Nusa Tenggara Timur,108,1
2020-06-20,Gorontalo,220,8
2020-06-20,Lain,0,0
2020-06-21,Aceh,49,2
2020-06-21,Bali,1050,9
2020-06-21,Banten,1355,79
2020-06-21,Kepulauan Bangka Belitung,148,2
2020-06-21,Bengkulu,116,8
2020-06-21,Daerah Istimewa Yogyakarta,288,8
2020-06-21,DKI Jakarta,9971,586
2020-06-21,Jambi,112,0
2020-06-21,Jawa Barat,2848,171
2020-06-21,Jawa Tengah,2668,143
2020-06-21,Jawa Timur,9542,715
2020-06-21,Kalimantan Barat,298,4
2020-06-21,Kalimantan Timur,434,5
2020-06-21,Kalimantan Tengah,764,46
2020-06-21,Kalimantan Selatan,2569,165
2020-06-21,Kalimantan Utara,176,2
2020-06-21,Kepulauan Riau,279,16
2020-06-21,Nusa Tenggara Barat,1056,44
2020-06-21,Sumatera Selatan,1779,69
2020-06-21,Sumatera Barat,707,30
2020-06-21,Sulawesi Utara,853,67
2020-06-21,Sumatera Utara,1095,70
2020-06-21,Sulawesi Tenggara,332,5
2020-06-21,Sulawesi Selatan,3797,138
2020-06-21,Sulawesi Tengah,173,4
2020-06-21,Lampung,181,12
2020-06-21,Riau,142,8
2020-06-21,Maluku Utara,411,23
2020-06-21,Maluku,603,13
2020-06-21,Papua Barat,224,3
2020-06-21,Papua,1429,7
2020-06-21,Sulawesi Barat,104,2
2020-06-21,Nusa Tenggara Timur,111,1
2020-06-21,Gorontalo,227,8
2020-06-21,Lain,0,0
2020-06-22,Aceh,49,2
2020-06-22,Bali,1080,9
2020-06-22,Banten,1361,79
2020-06-22,Kepulauan Bangka Belitung,148,2
2020-06-22,Bengkulu,116,8
2020-06-22,Daerah Istimewa Yogyakarta,288,8
2020-06-22,DKI Jakarta,10098,586
2020-06-22,Jambi,112,0
2020-06-22,Jawa Barat,2865,171
2020-06-22,Jawa Tengah,2717,144
2020-06-22,Jawa Timur,9857,728
2020-06-22,Kalimantan Barat,298,4
2020-06-22,Kalimantan Timur,435,5
2020-06-22,Kalimantan Tengah,785,49
2020-06-22,Kalimantan Selatan,2658,165
2020-06-22,Kalimantan Utara,177,2
2020-06-22,Kepulauan Riau,281,16
2020-06-22,Nusa Tenggara Barat,1067,45
2020-06-22,Sumatera Selatan,1839,72
2020-06-22,Sumatera Barat,707,30
2020-06-22,Sulawesi Utara,854,69
2020-06-22,Sumatera Utara,1115,73
2020-06-22,Sulawesi Tenggara,334,5
2020-06-22,Sulawesi Selatan,3908,145
2020-06-22,Sulawesi Tengah,176,4
2020-06-22,Lampung,181,12
2020-06-22,Riau,166,8
2020-06-22,Maluku Utara,431,25
2020-06-22,Maluku,633,13
2020-06-22,Papua Barat,224,3
2020-06-22,Papua,1440,7
2020-06-22,Sulawesi Barat,104,2
2020-06-22,Nusa Tenggara Timur,111,1
2020-06-22,Gorontalo,230,8
2020-06-22,Lain,0,0
2020-06-23,Aceh,49,2
2020-06-23,Bali,1116,9
2020-06-23,Banten,1373,79
2020-06-23,Kepulauan Bangka Belitung,148,2
2020-06-23,Bengkulu,118,9
2020-06-23,Daerah Istimewa Yogyakarta,291,8
2020-06-23,DKI Jakarta,10250,594
2020-06-23,Jambi,114,0
2020-06-23,Jawa Barat,2901,171
2020-06-23,Jawa Tengah,2766,148
2020-06-23,Jawa Timur,10115,741
2020-06-23,Kalimantan Barat,313,4
2020-06-23,Kalimantan Timur,447,5
2020-06-23,Kalimantan Tengah,796,50
2020-06-23,Kalimantan Selatan,2685,167
2020-06-23,Kalimantan Utara,177,2
2020-06-23,Kepulauan Riau,281,16
2020-06-23,Nusa Tenggara Barat,1081,45
2020-06-23,Sumatera Selatan,1855,72
2020-06-23,Sumatera Barat,712,30
2020-06-23,Sulawesi Utara,861,69
2020-06-23,Sumatera Utara,1232,76
2020-06-23,Sulawesi Tenggara,336,5
2020-06-23,Sulawesi Selatan,4062,146
2020-06-23,Sulawesi Tengah,179,4
2020-06-23,Lampung,181,12
2020-06-23,Riau,193,9
2020-06-23,Maluku Utara,465,26
2020-06-23,Maluku,634,13
2020-06-23,Papua Barat,224,3
2020-06-23,Papua,1495,7
2020-06-23,Sulawesi Barat,104,2
2020-06-23,Nusa Tenggara Timur,111,1
2020-06-23,Gorontalo,231,8
2020-06-23,Lain,0,0
2020-06-24,Aceh,53,2
2020-06-24,Bali,1158,9
2020-06-24,Banten,1390,79
2020-06-24,Kepulauan Bangka Belitung,148,2
2020-06-24,Bengkulu,118,10
2020-06-24,Daerah Istimewa Yogyakarta,292,8
2020-06-24,DKI Jakarta,10404,602
2020-06-24,Jambi,114,0
2020-06-24,Jawa Barat,2945,171
2020-06-24,Jawa Tengah,2842,150
2020-06-24,Jawa Timur,10298,750
2020-06-24,Kalimantan Barat,313,4
2020-06-24,Kalimantan Timur,456,6
2020-06-24,Kalimantan Tengah,800,50
2020-06-24,Kalimantan Selatan,2775,168
2020-06-24,Kalimantan Utara,179,2
2020-06-24,Kepulauan Riau,284,16
2020-06-24,Nusa Tenggara Barat,1102,47
2020-06-24,Sumatera Selatan,1869,75
2020-06-24,Sumatera Barat,715,30
2020-06-24,Sulawesi Utara,892,69
2020-06-24,Sumatera Utara,1287,79
2020-06-24,Sulawesi Tenggara,337,5
2020-06-24,Sulawesi Selatan,4194,152
2020-06-24,Sulawesi Tengah,180,5
2020-06-24,Lampung,183,12
2020-06-24,Riau,217,9
2020-06-24,Maluku Utara,560,26
2020-06-24,Maluku,671,14
2020-06-24,Papua Barat,225,3
2020-06-24,Papua,1554,7
2020-06-24,Sulawesi Barat,105,2
2020-06-24,Nusa Tenggara Timur,111,1
2020-06-24,Gorontalo,238,8
2020-06-24,Lain,0,0
2020-06-25,Aceh,66,2
2020-06-25,Bali,1214,11
2020-06-25,Banten,1399,79
2020-06-25,Kepulauan Bangka Belitung,148,2
2020-06-25,Bengkulu,120,10
2020-06-25,Daerah Istimewa Yogyakarta,299,8
2020-06-25,DKI Jakarta,10600,608
2020-06-25,Jambi,114,0
2020-06-25,Jawa Barat,2977,173
2020-06-25,Jawa Tengah,2920,150
2020-06-25,Jawa Timur,10545,764
2020-06-25,Kalimantan Barat,313,4
2020-06-25,Kalimantan Timur,473,6
2020-06-25,Kalimantan Tengah,810,50
2020-06-25,Kalimantan Selatan,2835,175
2020-06-25,Kalimantan Utara,188,2
2020-06-25,Kepulauan Riau,291,16
2020-06-25,Nusa Tenggara Barat,1119,49
2020-06-25,Sumatera Selatan,1893,78
2020-06-25,Sumatera Barat,717,30
2020-06-25,Sulawesi Utara,938,70
2020-06-25,Sumatera Utara,1356,82
2020-06-25,Sulawesi Tenggara,337,5
2020-06-25,Sulawesi Selatan,4297,155
2020-06-25,Sulawesi Tengah,181,5
2020-06-25,Lampung,187,12
2020-06-25,Riau,220,10
2020-06-25,Maluku Utara,640,29
2020-06-25,Maluku,684,14
2020-06-25,Papua Barat,233,3
2020-06-25,Papua,1613,7
2020-06-25,Sulawesi Barat,106,2
2020-06-25,Nusa Tenggara Timur,111,1
2020-06-25,Gorontalo,243,8
2020-06-25,Lain,0,0
2020-06-26,Aceh,69,2
2020-06-26,Bali,1263,11
2020-06-26,Banten,1414,79
2020-06-26,Kepulauan Bangka Belitung,148,2
2020-06-26,Bengkulu,124,10
2020-06-26,Daerah Istimewa Yogyakarta,302,8
2020-06-26,DKI Jakarta,10796,616
2020-06-26,Jambi,114,0
2020-06-26,Jawa Barat,3014,175
2020-06-26,Jawa Tengah,3097,150
2020-06-26,Jawa Timur,10901,796
2020-06-26,Kalimantan Barat,313,4
2020-06-26,Kalimantan Timur,483,7
2020-06-26,Kalimantan Tengah,817,52
2020-06-26,Kalimantan Selatan,2876,178
2020-06-26,Kalimantan Utara,197,2
2020-06-26,Kepulauan Riau,291,16
2020-06-26,Nusa Tenggara Barat,1142,49
2020-06-26,Sumatera Selatan,1907,80
2020-06-26,Sumatera Barat,720,31
2020-06-26,Sulawesi Utara,984,73
2020-06-26,Sumatera Utara,1370,86
2020-06-26,Sulawesi Tenggara,341,5
2020-06-26,Sulawesi Selatan,4469,157
2020-06-26,Sulawesi Tengah,183,5
2020-06-26,Lampung,187,12
2020-06-26,Riau,223,10
2020-06-26,Maluku Utara,661,31
2020-06-26,Maluku,691,15
2020-06-26,Papua Barat,233,3
2020-06-26,Papua,1633,7
2020-06-26,Sulawesi Barat,108,2
2020-06-26,Nusa Tenggara Timur,113,1
2020-06-26,Gorontalo,243,8
2020-06-26,Lain,0,0
2020-06-27,Aceh,77,2
2020-06-27,Bali,1369,11
2020-06-27,Banten,1432,79
2020-06-27,Kepulauan Bangka Belitung,149,2
2020-06-27,Bengkulu,125,10
2020-06-27,Daerah Istimewa Yogyakarta,304,8
2020-06-27,DKI Jakarta,10994,624
2020-06-27,Jambi,117,0
2020-06-27,Jawa Barat,3064,175
2020-06-27,Jawa Tengah,3294,150
2020-06-27,Jawa Timur,11178,813
2020-06-27,Kalimantan Barat,321,4
2020-06-27,Kalimantan Timur,494,7
2020-06-27,Kalimantan Tengah,822,53
2020-06-27,Kalimantan Selatan,2930,178
2020-06-27,Kalimantan Utara,201,2
2020-06-27,Kepulauan Riau,291,16
2020-06-27,Nusa Tenggara Barat,1163,50
2020-06-27,Sumatera Selatan,1950,81
2020-06-27,Sumatera Barat,722,31
2020-06-27,Sulawesi Utara,1039,74
2020-06-27,Sumatera Utara,1447,91
2020-06-27,Sulawesi Tenggara,343,6
2020-06-27,Sulawesi Selatan,4615,159
2020-06-27,Sulawesi Tengah,184,5
2020-06-27,Lampung,188,12
2020-06-27,Riau,223,10
2020-06-27,Maluku Utara,698,31
2020-06-27,Maluku,705,15
2020-06-27,Papua Barat,234,3
2020-06-27,Papua,1670,7
2020-06-27,Sulawesi Barat,112,2
2020-06-27,Nusa Tenggara Timur,113,1
2020-06-27,Gorontalo,243,8
2020-06-27,Lain,1,0
2020-06-28,Aceh,79,2
2020-06-28,Bali,1414,13
2020-06-28,Banten,1438,79
2020-06-28,Kepulauan Bangka Belitung,149,2
2020-06-28,Bengkulu,125,10
2020-06-28,Daerah Istimewa Yogyakarta,306,8
2020-06-28,DKI Jakarta,11114,625
2020-06-28,Jambi,117,0
2020-06-28,Jawa Barat,3091,175
2020-06-28,Jawa Tengah,3482,150
2020-06-28,Jawa Timur,11508,831
2020-06-28,Kalimantan Barat,321,4
2020-06-28,Kalimantan Timur,503,7
2020-06-28,Kalimantan Tengah,834,53
2020-06-28,Kalimantan Selatan,3003,182
2020-06-28,Kalimantan Utara,201,2
2020-06-28,Kepulauan Riau,293,16
2020-06-28,Nusa Tenggara Barat,1199,53
2020-06-28,Sumatera Selatan,2000,81
2020-06-28,Sumatera Barat,725,31
2020-06-28,Sulawesi Utara,1057,76
2020-06-28,Sumatera Utara,1467,91
2020-06-28,Sulawesi Tenggara,343,6
2020-06-28,Sulawesi Selatan,4807,163
2020-06-28,Sulawesi Tengah,186,5
2020-06-28,Lampung,188,12
2020-06-28,Riau,224,10
2020-06-28,Maluku Utara,719,31
2020-06-28,Maluku,711,15
2020-06-28,Papua Barat,236,3
2020-06-28,Papua,1696,7
2020-06-28,Sulawesi Barat,114,2
2020-06-28,Nusa Tenggara Timur,113,1
2020-06-28,Gorontalo,243,8
2020-06-28,Lain,4,0
2020-06-29,Aceh,79,2
2020-06-29,Bali,1444,13
2020-06-29,Banten,1444,79
2020-06-29,Kepulauan Bangka Belitung,152,2
2020-06-29,Bengkulu,125,11
2020-06-29,Daerah Istimewa Yogyakarta,306,8
2020-06-29,DKI Jakarta,11237,625
2020-06-29,Jambi,117,0
2020-06-29,Jawa Barat,3134,175
2020-06-29,Jawa Tengah,3680,150
2020-06-29,Jawa Timur,11805,863
2020-06-29,Kalimantan Barat,321,4
2020-06-29,Kalimantan Timur,510,7
2020-06-29,Kalimantan Tengah,881,53
2020-06-29,Kalimantan Selatan,3042,186
2020-06-29,Kalimantan Utara,204,2
2020-06-29,Kepulauan Riau,293,16
2020-06-29,Nusa Tenggara Barat,1213,59
2020-06-29,Sumatera Selatan,2023,83
2020-06-29,Sumatera Barat,725,31
2020-06-29,Sulawesi Utara,1082,80
2020-06-29,Sumatera Utara,1480,91
2020-06-29,Sulawesi Tenggara,345,6
2020-06-29,Sulawesi Selatan,4995,164
2020-06-29,Sulawesi Tengah,186,5
2020-06-29,Lampung,188,12
2020-06-29,Riau,226,10
2020-06-29,Maluku Utara,719,31
2020-06-29,Maluku,726,15
2020-06-29,Papua Barat,237,4
2020-06-29,Papua,1699,7
2020-06-29,Sulawesi Barat,114,2
2020-06-29,Nusa Tenggara Timur,113,1
2020-06-29,Gorontalo,243,8
2020-06-29,Lain,4,0
2020-06-30,Aceh,80,3
2020-06-30,Bali,1493,14
2020-06-30,Banten,1453,79
2020-06-30,Kepulauan Bangka Belitung,152,2
2020-06-30,Bengkulu,125,12
2020-06-30,Daerah Istimewa Yogyakarta,313,8
2020-06-30,DKI Jakarta,11424,632
2020-06-30,Jambi,117,0
2020-06-30,Jawa Barat,3218,176
2020-06-30,Jawa Tengah,3833,150
2020-06-30,Jawa Timur,12136,893
2020-06-30,Kalimantan Barat,321,4
2020-06-30,Kalimantan Timur,518,7
2020-06-30,Kalimantan Tengah,894,55
2020-06-30,Kalimantan Selatan,3148,189
2020-06-30,Kalimantan Utara,206,2
2020-06-30,Kepulauan Riau,293,16
2020-06-30,Nusa Tenggara Barat,1234,60
2020-06-30,Sumatera Selatan,2049,90
2020-06-30,Sumatera Barat,726,31
2020-06-30,Sulawesi Utara,1109,81
2020-06-30,Sumatera Utara,1551,92
2020-06-30,Sulawesi Tenggara,363,6
2020-06-30,Sulawesi Selatan,5084,168
2020-06-30,Sulawesi Tengah,189,5
2020-06-30,Lampung,190,12
2020-06-30,Riau,226,10
2020-06-30,Maluku Utara,728,31
2020-06-30,Maluku,742,16
2020-06-30,Papua Barat,239,4
2020-06-30,Papua,1750,15
2020-06-30,Sulawesi Barat,115,2
2020-06-30,Nusa Tenggara Timur,113,1
2020-06-30,Gorontalo,249,10
2020-06-30,Lain,4,0
2020-07-01,Aceh,86,3
2020-07-01,Bali,1527,15
2020-07-01,Banten,1466,79
2020-07-01,Kepulauan Bangka Belitung,155,2
2020-07-01,Bengkulu,129,12
2020-07-01,Daerah Istimewa Yogyakarta,314,8
2020-07-01,DKI Jakarta,11637,632
2020-07-01,Jambi,117,0
2020-07-01,Jawa Barat,3276,177
2020-07-01,Jawa Tengah,4006,160
2020-07-01,Jawa Timur,12321,926
2020-07-01,Kalimantan Barat,336,4
2020-07-01,Kalimantan Timur,525,7
2020-07-01,Kalimantan Tengah,931,55
2020-07-01,Kalimantan Selatan,3223,190
2020-07-01,Kalimantan Utara,206,2
2020-07-01,Kepulauan Riau,302,16
2020-07-01,Nusa Tenggara Barat,1245,63
2020-07-01,Sumatera Selatan,2078,93
2020-07-01,Sumatera Barat,742,31
2020-07-01,Sulawesi Utara,1129,82
2020-07-01,Sumatera Utara,1601,97
2020-07-01,Sulawesi Tenggara,405,6
2020-07-01,Sulawesi Selatan,5214,168
2020-07-01,Sulawesi Tengah,186,5
2020-07-01,Lampung,191,12
2020-07-01,Riau,227,10
2020-07-01,Maluku Utara,875,31
2020-07-01,Maluku,749,16
2020-07-01,Papua Barat,242,4
2020-07-01,Papua,1846,15
2020-07-01,Sulawesi Barat,117,2
2020-07-01,Nusa Tenggara Timur,113,1
2020-07-01,Gorontalo,249,10
2020-07-01,Lain,4,0
2020-07-02,Aceh,86,3
2020-07-02,Bali,1640,16
2020-07-02,Banten,1474,79
2020-07-02,Kepulauan Bangka Belitung,155,2
2020-07-02,Bengkulu,130,12
2020-07-02,Daerah Istimewa Yogyakarta,320,8
2020-07-02,DKI Jakarta,11823,638
2020-07-02,Jambi,117,0
2020-07-02,Jawa Barat,3344,177
2020-07-02,Jawa Tengah,4159,170
2020-07-02,Jawa Timur,12695,948
2020-07-02,Kalimantan Barat,336,4
2020-07-02,Kalimantan Timur,531,7
2020-07-02,Kalimantan Tengah,946,55
2020-07-02,Kalimantan Selatan,3337,190
2020-07-02,Kalimantan Utara,206,2
2020-07-02,Kepulauan Riau,307,16
2020-07-02,Nusa Tenggara Barat,1260,63
2020-07-02,Sumatera Selatan,2120,101
2020-07-02,Sumatera Barat,750,31
2020-07-02,Sulawesi Utara,1159,82
2020-07-02,Sumatera Utara,1690,99
2020-07-02,Sulawesi Tenggara,464,7
2020-07-02,Sulawesi Selatan,5379,168
2020-07-02,Sulawesi Tengah,186,5
2020-07-02,Lampung,193,12
2020-07-02,Riau,228,10
2020-07-02,Maluku Utara,940,31
2020-07-02,Maluku,762,17
2020-07-02,Papua Barat,244,4
2020-07-02,Papua,1916,16
2020-07-02,Sulawesi Barat,119,2
2020-07-02,Nusa Tenggara Timur,118,1
2020-07-02,Gorontalo,256,11
2020-07-02,Lain,4,0
2020-07-03,Aceh,87,3
2020-07-03,Bali,1706,16
2020-07-03,Banten,1495,79
2020-07-03,Kepulauan Bangka Belitung,157,2
2020-07-03,Bengkulu,136,12
2020-07-03,Daerah Istimewa Yogyakarta,324,8
2020-07-03,DKI Jakarta,11961,643
2020-07-03,Jambi,117,0
2020-07-03,Jawa Barat,3374,177
2020-07-03,Jawa Tengah,4293,170
2020-07-03,Jawa Timur,13048,969
2020-07-03,Kalimantan Barat,336,4
2020-07-03,Kalimantan Timur,544,8
2020-07-03,Kalimantan Tengah,996,59
2020-07-03,Kalimantan Selatan,3447,195
2020-07-03,Kalimantan Utara,206,2
2020-07-03,Kepulauan Riau,310,16
2020-07-03,Nusa Tenggara Barat,1283,63
2020-07-03,Sumatera Selatan,2156,104
2020-07-03,Sumatera Barat,760,31
2020-07-03,Sulawesi Utara,1178,83
2020-07-03,Sumatera Utara,1723,100
2020-07-03,Sulawesi Tenggara,475,7
2020-07-03,Sulawesi Selatan,5559,175
2020-07-03,Sulawesi Tengah,186,5
2020-07-03,Lampung,193,12
2020-07-03,Riau,232,10
2020-07-03,Maluku Utara,950,32
2020-07-03,Maluku,769,17
2020-07-03,Papua Barat,249,4
2020-07-03,Papua,1942,16
2020-07-03,Sulawesi Barat,120,2
2020-07-03,Nusa Tenggara Timur,118,1
2020-07-03,Gorontalo,261,11
2020-07-03,Lain,4,0
2020-07-04,Aceh,87,3
2020-07-04,Bali,1797,18
2020-07-04,Banten,1508,79
2020-07-04,Kepulauan Bangka Belitung,161,2
2020-07-04,Bengkulu,137,13
2020-07-04,Daerah Istimewa Yogyakarta,325,8
2020-07-04,DKI Jakarta,12183,643
2020-07-04,Jambi,117,0
2020-07-04,Jawa Barat,3463,177
2020-07-04,Jawa Tengah,4403,185
2020-07-04,Jawa Timur,13461,996
2020-07-04,Kalimantan Barat,336,4
2020-07-04,Kalimantan Timur,557,8
2020-07-04,Kalimantan Tengah,1004,59
2020-07-04,Kalimantan Selatan,3520,198
2020-07-04,Kalimantan Utara,206,2
2020-07-04,Kepulauan Riau,311,16
2020-07-04,Nusa Tenggara Barat,1311,64
2020-07-04,Sumatera Selatan,2205,104
2020-07-04,Sumatera Barat,762,31
2020-07-04,Sulawesi Utara,1192,83
2020-07-04,Sumatera Utara,1767,103
2020-07-04,Sulawesi Tenggara,479,7
2020-07-04,Sulawesi Selatan,5754,175
2020-07-04,Sulawesi Tengah,191,6
2020-07-04,Lampung,193,12
2020-07-04,Riau,233,10
2020-07-04,Maluku Utara,953,32
2020-07-04,Maluku,776,17
2020-07-04,Papua Barat,253,4
2020-07-04,Papua,1984,16
2020-07-04,Sulawesi Barat,124,2
2020-07-04,Nusa Tenggara Timur,118,1
2020-07-04,Gorontalo,269,11
2020-07-04,Lain,2,0
2020-07-05,Aceh,87,3
2020-07-05,Bali,1849,20
2020-07-05,Banten,1513,80
2020-07-05,Kepulauan Bangka Belitung,163,2
2020-07-05,Bengkulu,141,13
2020-07-05,Daerah Istimewa Yogyakarta,331,8
2020-07-05,DKI Jakarta,12435,649
2020-07-05,Jambi,120,0
2020-07-05,Jawa Barat,3574,177
2020-07-05,Jawa Tengah,4611,200
2020-07-05,Jawa Timur,14013,1020
2020-07-05,Kalimantan Barat,339,4
2020-07-05,Kalimantan Timur,584,8
2020-07-05,Kalimantan Tengah,1032,61
2020-07-05,Kalimantan Selatan,3564,200
2020-07-05,Kalimantan Utara,206,2
2020-07-05,Kepulauan Riau,313,16
2020-07-05,Nusa Tenggara Barat,1330,64
2020-07-05,Sumatera Selatan,2255,105
2020-07-05,Sumatera Barat,775,31
2020-07-05,Sulawesi Utara,1208,87
2020-07-05,Sumatera Utara,1778,103
2020-07-05,Sulawesi Tenggara,482,8
2020-07-05,Sulawesi Selatan,5890,199
2020-07-05,Sulawesi Tengah,191,6
2020-07-05,Lampung,195,12
2020-07-05,Riau,234,10
2020-07-05,Maluku Utara,953,32
2020-07-05,Maluku,794,17
2020-07-05,Papua Barat,255,4
2020-07-05,Papua,2021,16
2020-07-05,Sulawesi Barat,124,2
2020-07-05,Nusa Tenggara Timur,118,1
2020-07-05,Gorontalo,269,11
2020-07-05,Lain,2,0
2020-07-06,Aceh,87,3
2020-07-06,Bali,1900,23
2020-07-06,Banten,1525,80
2020-07-06,Kepulauan Bangka Belitung,169,2
2020-07-06,Bengkulu,141,13
2020-07-06,Daerah Istimewa Yogyakarta,339,8
2020-07-06,DKI Jakarta,12667,649
2020-07-06,Jambi,120,1
2020-07-06,Jawa Barat,3700,178
2020-07-06,Jawa Tengah,4738,215
2020-07-06,Jawa Timur,14321,1053
2020-07-06,Kalimantan Barat,339,4
2020-07-06,Kalimantan Timur,597,9
2020-07-06,Kalimantan Tengah,1040,61
2020-07-06,Kalimantan Selatan,3628,202
2020-07-06,Kalimantan Utara,206,2
2020-07-06,Kepulauan Riau,313,16
2020-07-06,Nusa Tenggara Barat,1362,64
2020-07-06,Sumatera Selatan,2326,106
2020-07-06,Sumatera Barat,775,31
2020-07-06,Sulawesi Utara,1218,90
2020-07-06,Sumatera Utara,1798,107
2020-07-06,Sulawesi Tenggara,484,8
2020-07-06,Sulawesi Selatan,5974,200
2020-07-06,Sulawesi Tengah,191,6
2020-07-06,Lampung,201,12
2020-07-06,Riau,235,11
2020-07-06,Maluku Utara,953,32
2020-07-06,Maluku,804,17
2020-07-06,Papua Barat,265,4
2020-07-06,Papua,2027,18
2020-07-06,Sulawesi Barat,124,2
2020-07-06,Nusa Tenggara Timur,118,1
2020-07-06,Gorontalo,271,13
2020-07-06,Lain,2,0
2020-07-07,Aceh,88,3
2020-07-07,Bali,1940,25
2020-07-07,Banten,1531,80
2020-07-07,Kepulauan Bangka Belitung,171,2
2020-07-07,Bengkulu,144,13
2020-07-07,Daerah Istimewa Yogyakarta,346,8
2020-07-07,DKI Jakarta,12857,661
2020-07-07,Jambi,121,1
2020-07-07,Jawa Barat,3779,180
2020-07-07,Jawa Tengah,4878,220
2020-07-07,Jawa Timur,14601,1079
2020-07-07,Kalimantan Barat,344,4
2020-07-07,Kalimantan Timur,603,11
2020-07-07,Kalimantan Tengah,1058,62
2020-07-07,Kalimantan Selatan,3695,205
2020-07-07,Kalimantan Utara,206,2
2020-07-07,Kepulauan Riau,313,16
2020-07-07,Nusa Tenggara Barat,1392,65
2020-07-07,Sumatera Selatan,2356,112
2020-07-07,Sumatera Barat,780,31
2020-07-07,Sulawesi Utara,1252,92
2020-07-07,Sumatera Utara,1821,108
2020-07-07,Sulawesi Tenggara,487,8
2020-07-07,Sulawesi Selatan,6192,202
2020-07-07,Sulawesi Tengah,191,6
2020-07-07,Lampung,201,12
2020-07-07,Riau,236,11
2020-07-07,Maluku Utara,967,32
2020-07-07,Maluku,830,17
2020-07-07,Papua Barat,266,4
2020-07-07,Papua,2057,19
2020-07-07,Sulawesi Barat,127,2
2020-07-07,Nusa Tenggara Timur,118,1
2020-07-07,Gorontalo,276,15
2020-07-07,Lain,2,0
2020-07-08,Aceh,89,3
2020-07-08,Bali,1971,25
2020-07-08,Banten,1544,80
2020-07-08,Kepulauan Bangka Belitung,171,2
2020-07-08,Bengkulu,151,13
2020-07-08,Daerah Istimewa Yogyakarta,349,8
2020-07-08,DKI Jakarta,13211,665
2020-07-08,Jambi,121,1
2020-07-08,Jawa Barat,3878,182
2020-07-08,Jawa Tengah,5083,225
2020-07-08,Jawa Timur,14967,1102
2020-07-08,Kalimantan Barat,344,4
2020-07-08,Kalimantan Timur,617,11
2020-07-08,Kalimantan Tengah,1073,62
2020-07-08,Kalimantan Selatan,3818,206
2020-07-08,Kalimantan Utara,206,2
2020-07-08,Kepulauan Riau,318,16
2020-07-08,Nusa Tenggara Barat,1415,71
2020-07-08,Sumatera Selatan,2419,113
2020-07-08,Sumatera Barat,780,31
2020-07-08,Sulawesi Utara,1342,94
2020-07-08,Sumatera Utara,1977,109
2020-07-08,Sulawesi Tenggara,494,8
2020-07-08,Sulawesi Selatan,6358,205
2020-07-08,Sulawesi Tengah,193,6
2020-07-08,Lampung,202,12
2020-07-08,Riau,236,11
2020-07-08,Maluku Utara,1037,32
2020-07-08,Maluku,837,17
2020-07-08,Papua Barat,266,4
2020-07-08,Papua,2074,20
2020-07-08,Sulawesi Barat,129,2
2020-07-08,Nusa Tenggara Timur,121,1
2020-07-08,Gorontalo,286,16
2020-07-08,Lain,2,0
2020-07-09,Aceh,90,3
2020-07-09,Bali,2024,26
2020-07-09,Banten,1559,80
2020-07-09,Kepulauan Bangka Belitung,171,2
2020-07-09,Bengkulu,155,14
2020-07-09,Daerah Istimewa Yogyakarta,357,9
2020-07-09,DKI Jakarta,13488,671
2020-07-09,Jambi,122,1
2020-07-09,Jawa Barat,4843,186
2020-07-09,Jawa Tengah,5203,225
2020-07-09,Jawa Timur,15484,1125
2020-07-09,Kalimantan Barat,347,4
2020-07-09,Kalimantan Timur,623,11
2020-07-09,Kalimantan Tengah,1096,65
